flavor,flavor2,pairing_count,avg_rating,avg_success
blackberry,lemon,77,3.27,0.53
orange,plum,13,3.27,0.49
honey,pepper,15,3.27,0.42
pear,raspberry,15,3.27,0.33
cranberry,oat,21,3.26,0.73
chocolate,pear,19,3.26,0.61
graham,lemon,48,3.26,0.6
nutmeg,raisin,60,3.26,0.58
chocolate,rhubarb,2,3.25,0.88
cardamom,rhubarb,4,3.25,0.86
apple,rosemary,2,3.25,0.84
banana,curry,2,3.25,0.83
pear,rosemary,4,3.25,0.83
anise,cranberry,2,3.25,0.82
cashew,oat,2,3.25,0.82
caramel,mascarpone,2,3.25,0.81
rhubarb,ricotta,2,3.25,0.79
cardamom,cashew,2,3.25,0.78
cardamom,mango,2,3.25,0.78
cherry,pumpkin,2,3.25,0.78
clove,pomegranate,2,3.25,0.76
curry,pistachio,2,3.25,0.76
cardamom,fig,4,3.25,0.76
cayenne,nutmeg,2,3.25,0.76
coconut,lemongrass,2,3.25,0.75
mint,pepper,2,3.25,0.74
pumpkin,raisin,11,3.25,0.73
apricot,coffee,2,3.25,0.72
cranberry,pecan,18,3.25,0.68
coconut,nutmeg,16,3.25,0.68
ginger,peanut,2,3.25,0.67
brandy,oat,5,3.25,0.67
caramel,cashew,2,3.25,0.66
graham,vanilla,105,3.25,0.65
blueberry,cashew,2,3.25,0.65
blackberry,cashew,2,3.25,0.65
blueberry,nutmeg,16,3.25,0.64
almond,whisky,4,3.25,0.64
mascarpone,raspberry,20,3.25,0.63
cocoa,orange,56,3.25,0.63
cayenne,cinnamon,4,3.25,0.62
anise,cocoa,2,3.25,0.62
cocoa,pistachio,4,3.25,0.61
chestnut,rum,4,3.25,0.61
cranberry,lemon,44,3.25,0.61
cinnamon,tequila,8,3.25,0.6
clove,hazelnut,18,3.25,0.57
almond,brandy,67,3.25,0.55
blackberry,nutmeg,10,3.25,0.55
anise,ginger,8,3.25,0.54
hazelnut,pumpkin,6,3.25,0.53
orange,raspberry,53,3.25,0.51
apricot,rum,24,3.25,0.51
lemon,mango,16,3.25,0.5
blueberry,vodka,2,3.25,0.5
apricot,cranberry,20,3.25,0.5
bay,strawberry,2,3.25,0.49
grape,pecan,2,3.25,0.49
coffee,pineapple,2,3.25,0.48
cardamom,mascarpone,6,3.25,0.48
fig,plum,2,3.25,0.48
plum,vanilla,60,3.25,0.47
orange,tahini,2,3.25,0.47
cinnamon,tahini,2,3.25,0.47
chocolate,pretzel,6,3.25,0.44
blueberry,brandy,2,3.25,0.43
coffee,ricotta,2,3.25,0.42
fennel,ricotta,2,3.25,0.42
date,walnut,20,3.25,0.42
anise,apple,3,3.25,0.42
peach,pistachio,6,3.25,0.38
rhubarb,rose,2,3.25,0.36
cashew,curry,2,3.25,0.3
mascarpone,mint,4,3.25,0.28
pear,thyme,4,3.25,0.25
date,ginger,6,3.25,0.24
hibiscus,lime,4,3.25,0.2
anise,cardamom,4,3.25,0.1
pumpkin,walnut,17,3.24,0.77
ginger,pumpkin,94,3.24,0.73
nutmeg,pumpkin,70,3.24,0.7
cinnamon,walnut,170,3.24,0.65
clove,ginger,150,3.24,0.65
cinnamon,oat,97,3.24,0.64
cinnamon,cranberry,71,3.24,0.64
graham,strawberry,17,3.24,0.64
cinnamon,hazelnut,41,3.24,0.63
ginger,pear,40,3.24,0.62
nutmeg,pear,37,3.24,0.62
clove,pepper,19,3.24,0.61
cinnamon,pineapple,41,3.24,0.59
raspberry,vanilla,231,3.24,0.58
lemon,pear,112,3.24,0.57
brandy,cherry,54,3.24,0.52
date,orange,23,3.24,0.43
nutmeg,rum,41,3.23,0.72
ginger,pecan,45,3.23,0.69
lime,tequila,11,3.23,0.68
lime,raspberry,15,3.23,0.61
chocolate,pistachio,40,3.23,0.6
cinnamon,raisin,134,3.23,0.57
lemon,strawberry,162,3.23,0.54
apple,brandy,43,3.23,0.51
orange,strawberry,87,3.23,0.51
lemon,raisin,66,3.23,0.48
banana,walnut,23,3.22,0.69
clove,walnut,39,3.22,0.66
orange,walnut,61,3.22,0.55
strawberry,vanilla,253,3.22,0.54
cola,honey,1,3.22,0.51
cocoa,honey,23,3.22,0.51
rhubarb,strawberry,36,3.22,0.49
cherry,ginger,16,3.22,0.37
cocoa,pecan,39,3.21,0.66
pear,walnut,19,3.21,0.66
allspice,ginger,82,3.21,0.65
apple,pecan,31,3.21,0.64
nutmeg,rhubarb,7,3.21,0.62
vanilla,whiskey,19,3.21,0.6
cinnamon,pepper,33,3.21,0.6
cocoa,mint,29,3.21,0.59
chocolate,mint,64,3.21,0.57
orange,pistachio,43,3.21,0.55
chocolate,honey,64,3.21,0.5
coconut,ginger,28,3.21,0.5
orange,ricotta,26,3.21,0.46
fig,lemon,28,3.21,0.44
grape,pineapple,7,3.21,0.4
apple,strawberry,5,3.21,0.34
oat,rhubarb,5,3.2,0.87
chocolate,zucchini,5,3.2,0.84
blackberry,cocoa,5,3.2,0.7
cinnamon,pumpkin,126,3.2,0.7
chocolate,oat,40,3.2,0.7
chocolate,whisky,5,3.2,0.69
allspice,blackberry,5,3.2,0.66
chocolate,rum,71,3.2,0.64
blueberry,vanilla,108,3.2,0.64
blueberry,lemon,116,3.2,0.63
cocoa,vanilla,410,3.2,0.62
raspberry,rose,10,3.2,0.61
cinnamon,pear,98,3.2,0.59
allspice,chocolate,20,3.2,0.59
honey,walnut,56,3.2,0.57
brandy,cinnamon,70,3.2,0.56
mascarpone,plum,5,3.2,0.56
blueberry,raspberry,70,3.2,0.55
pistachio,raspberry,10,3.2,0.55
basil,mint,5,3.2,0.55
apple,cardamom,15,3.2,0.54
pear,rum,10,3.2,0.54
fig,pecan,10,3.2,0.52
almond,raisin,38,3.2,0.47
lemon,mint,81,3.2,0.47
mint,raspberry,61,3.2,0.46
chocolate,walnut,123,3.19,0.67
cinnamon,graham,31,3.19,0.6
ginger,honey,40,3.19,0.59
cinnamon,cocoa,56,3.19,0.58
ginger,orange,85,3.19,0.57
lemon,pistachio,35,3.19,0.57
fig,orange,35,3.19,0.55
fig,pear,13,3.19,0.54
lemon,rum,47,3.19,0.52
blackberry,mango,8,3.19,0.47
allspice,brandy,16,3.19,0.45
blueberry,cinnamon,31,3.18,0.74
cranberry,walnut,22,3.18,0.7
cocoa,walnut,39,3.18,0.67
blueberry,orange,22,3.18,0.66
allspice,cinnamon,162,3.18,0.65
nutmeg,orange,66,3.18,0.64
allspice,walnut,28,3.18,0.63
chocolate,cocoa,438,3.18,0.62
apricot,pear,19,3.18,0.59
coffee,honey,11,3.18,0.58
cinnamon,rum,75,3.18,0.57
blackberry,vanilla,90,3.18,0.56
clove,raisin,34,3.18,0.56
raisin,rum,38,3.18,0.55
cardamom,pistachio,25,3.18,0.55
pear,raisin,17,3.18,0.55
almond,apple,41,3.18,0.52
basil,lime,11,3.18,0.48
apple,rum,24,3.18,0.47
graham,tequila,3,3.17,0.81
chocolate,curry,3,3.17,0.76
anise,pecan,3,3.17,0.73
blueberry,walnut,3,3.17,0.73
oat,walnut,22,3.17,0.71
chocolate,mascarpone,33,3.17,0.71
chocolate,graham,46,3.17,0.66
marshmallow,oat,3,3.17,0.65
coffee,nutmeg,12,3.17,0.64
mascarpone,vanilla,69,3.17,0.63
almond,cranberry,21,3.17,0.63
almond,chocolate,235,3.17,0.62
almond,clove,33,3.17,0.62
maple,pear,15,3.17,0.62
ginger,vanilla,252,3.17,0.61
hazelnut,strawberry,9,3.17,0.6
almond,cocoa,58,3.17,0.59
cardamom,vanilla,92,3.17,0.58
orange,pecan,33,3.17,0.58
brandy,fig,12,3.17,0.58
mango,vanilla,50,3.17,0.58
cocoa,oat,6,3.17,0.56
raisin,walnut,47,3.17,0.56
cardamom,oat,8,3.17,0.54
lemon,maple,39,3.17,0.54
fennel,honey,3,3.17,0.52
apricot,lemon,80,3.17,0.52
peanut,pretzel,3,3.17,0.52
maple,ricotta,3,3.17,0.51
apple,maple,34,3.17,0.5
cherry,pecan,21,3.17,0.5
brandy,pear,32,3.17,0.49
fig,vanilla,42,3.17,0.48
cashew,orange,6,3.17,0.47
oat,pumpkin,6,3.17,0.45
almond,marshmallow,6,3.17,0.41
date,raisin,6,3.17,0.36
honey,maple,6,3.17,0.33
maple,peach,3,3.17,0.32
anise,pineapple,3,3.17,0.29
grape,mascarpone,3,3.17,0.27
nutmeg,walnut,48,3.16,0.69
chocolate,strawberry,68,3.16,0.64
ginger,rum,28,3.16,0.64
chocolate,orange,161,3.16,0.62
maple,pumpkin,16,3.16,0.59
hazelnut,vanilla,123,3.16,0.58
brandy,chocolate,83,3.16,0.58
ginger,lemon,129,3.16,0.57
cola,ginger,1,3.16,0.55
cinnamon,orange,236,3.16,0.55
ginger,mango,26,3.16,0.55
pineapple,vanilla,82,3.16,0.55
almond,cherry,91,3.16,0.53
apple,ginger,56,3.16,0.53
cinnamon,peach,40,3.16,0.5
almond,plum,22,3.16,0.47
apple,orange,50,3.16,0.44
mint,pineapple,28,3.16,0.35
pecan,pineapple,10,3.15,0.69
cranberry,vanilla,98,3.15,0.67
allspice,clove,66,3.15,0.65
cranberry,ginger,24,3.15,0.65
chocolate,vanilla,1013,3.15,0.64
cola,vanilla,2,3.15,0.64
nutmeg,vanilla,265,3.15,0.62
caramel,lemon,10,3.15,0.61
apple,pear,27,3.15,0.6
almond,cinnamon,166,3.15,0.59
cranberry,orange,70,3.15,0.58
cherry,cola,1,3.15,0.58
almond,nutmeg,43,3.15,0.58
chocolate,ginger,60,3.15,0.55
hazelnut,orange,40,3.15,0.53
cherry,raisin,13,3.15,0.49
cherry,orange,47,3.15,0.47
cardamom,plum,10,3.15,0.44
pineapple,rum,37,3.15,0.42
allspice,apricot,10,3.15,0.35
allspice,nutmeg,69,3.14,0.66
vanilla,walnut,263,3.14,0.64
apple,plum,5,3.14,0.61
apple,walnut,56,3.14,0.59
cardamom,clove,32,3.14,0.59
apple,clove,53,3.14,0.58
cherry,chocolate,91,3.14,0.58
clove,orange,80,3.14,0.57
apple,hazelnut,10,3.14,0.57
almond,ginger,50,3.14,0.55
cocoa,coconut,29,3.14,0.55
almond,orange,135,3.14,0.54
orange,pomegranate,11,3.14,0.54
cherry,vanilla,169,3.14,0.53
graham,honey,11,3.14,0.52
almond,honey,97,3.14,0.51
mint,vanilla,117,3.14,0.51
mint,pear,18,3.14,0.5
pistachio,vanilla,70,3.14,0.47
pistachio,raisin,7,3.14,0.44
cinnamon,ricotta,22,3.14,0.43
peach,rum,7,3.14,0.3
basil,peach,7,3.14,0.24
chocolate,pepper,12,3.13,0.81
almond,peanut,4,3.13,0.75
peach,plum,8,3.13,0.72
orange,tequila,4,3.13,0.67
allspice,cardamom,12,3.13,0.63
apricot,blackberry,4,3.13,0.62
chocolate,coffee,171,3.13,0.61
brandy,clove,23,3.13,0.6
almond,lemon,192,3.13,0.59
cocoa,coffee,76,3.13,0.59
cinnamon,pistachio,24,3.13,0.57
mascarpone,orange,19,3.13,0.56
pear,ricotta,4,3.13,0.56
brandy,vanilla,170,3.13,0.55
cocoa,peanut,28,3.13,0.55
nutmeg,ricotta,4,3.13,0.54
apricot,strawberry,12,3.13,0.5
apricot,cinnamon,67,3.13,0.5
anise,apricot,4,3.13,0.47
pepper,thyme,4,3.13,0.46
ricotta,vanilla,43,3.13,0.45
orange,pepper,8,3.13,0.45
blueberry,maple,8,3.13,0.45
brandy,honey,12,3.13,0.44
banana,raspberry,8,3.13,0.44
allspice,fig,4,3.13,0.42
orange,pineapple,31,3.13,0.38
rose,vanilla,14,3.12,0.64
almond,oat,30,3.12,0.63
pecan,rum,29,3.12,0.61
cinnamon,vanilla,759,3.12,0.6
blackberry,cinnamon,25,3.12,0.6
apple,nutmeg,73,3.12,0.58
apple,raisin,61,3.12,0.57
raisin,vanilla,144,3.12,0.56
cocoa,ginger,21,3.12,0.53
honey,pumpkin,13,3.12,0.53
lemon,ricotta,33,3.12,0.44
grape,vanilla,26,3.12,0.41
apple,oat,32,3.11,0.75
allspice,pepper,9,3.11,0.74
apple,mascarpone,4,3.11,0.62
cinnamon,nutmeg,326,3.11,0.61
pear,vanilla,132,3.11,0.6
cinnamon,clove,287,3.11,0.6
almond,banana,9,3.11,0.52
lemon,orange,205,3.11,0.52
lemon,peach,86,3.11,0.51
chocolate,fig,9,3.11,0.51
mango,mint,19,3.11,0.48
apricot,raisin,23,3.11,0.37
rose,strawberry,5,3.1,0.66
oat,vanilla,123,3.1,0.65
cocoa,strawberry,15,3.1,0.62
clove,vanilla,142,3.1,0.61
cola,pecan,1,3.1,0.61
chocolate,pecan,130,3.1,0.61
allspice,vanilla,105,3.1,0.61
cocoa,lemon,26,3.1,0.61
almond,pear,47,3.1,0.6
pepper,vanilla,31,3.1,0.55
apricot,mango,5,3.1,0.55
almond,apricot,82,3.1,0.54
clove,rum,20,3.1,0.53
mascarpone,pineapple,5,3.1,0.51
graham,marshmallow,10,3.1,0.51
apricot,vanilla,146,3.1,0.5
cherry,coffee,5,3.1,0.48
honey,raspberry,20,3.1,0.44
clove,pumpkin,47,3.09,0.69
lemon,oat,38,3.09,0.66
mascarpone,rum,11,3.09,0.61
lemon,nutmeg,130,3.09,0.59
cinnamon,lemon,360,3.09,0.58
rhubarb,vanilla,65,3.09,0.58
cardamom,cinnamon,77,3.09,0.57
allspice,apple,38,3.09,0.57
almond,vanilla,435,3.09,0.56
cardamom,pecan,11,3.09,0.56
rum,vanilla,173,3.09,0.55
cocoa,marshmallow,11,3.09,0.54
brandy,lemon,70,3.09,0.53
apricot,pineapple,11,3.09,0.49
cinnamon,date,40,3.09,0.41
graham,pineapple,6,3.08,0.66
maple,walnut,32,3.08,0.64
ginger,grape,6,3.08,0.62
date,pistachio,6,3.08,0.6
apple,cinnamon,262,3.08,0.6
coconut,rum,53,3.08,0.57
apple,vanilla,241,3.08,0.56
orange,vanilla,396,3.08,0.55
orange,rhubarb,24,3.08,0.53
basil,honey,6,3.08,0.53
coconut,pistachio,12,3.08,0.49
coffee,mint,6,3.08,0.48
honey,orange,117,3.08,0.47
date,pecan,20,3.08,0.45
lime,mint,31,3.08,0.45
apricot,grape,6,3.08,0.43
banana,cherry,6,3.08,0.39
pear,pepper,6,3.08,0.36
honey,mango,6,3.08,0.3
cocoa,mascarpone,21,3.07,0.76
bay,lemon,7,3.07,0.63
cranberry,nutmeg,23,3.07,0.61
allspice,cherry,7,3.07,0.61
cinnamon,cola,1,3.07,0.6
chocolate,cinnamon,176,3.07,0.59
coffee,vanilla,160,3.07,0.58
lemon,vanilla,696,3.07,0.56
apple,graham,9,3.07,0.53
lime,strawberry,22,3.07,0.43
cherry,pistachio,14,3.07,0.32
coffee,raspberry,8,3.06,0.8
pumpkin,vanilla,89,3.06,0.65
brandy,peach,9,3.06,0.58
nutmeg,plum,8,3.06,0.55
clove,cocoa,17,3.06,0.52
lime,mango,49,3.06,0.51
apricot,banana,8,3.06,0.49
cherry,lemon,70,3.06,0.46
oat,peach,9,3.06,0.42
clove,nutmeg,108,3.05,0.63
cranberry,maple,11,3.05,0.59
brandy,mint,11,3.05,0.58
allspice,lemon,38,3.05,0.57
orange,raisin,41,3.05,0.56
apricot,brandy,28,3.05,0.55
apple,lemon,182,3.05,0.55
clove,lemon,89,3.05,0.54
almond,cardamom,30,3.05,0.54
cinnamon,mango,10,3.05,0.47
pistachio,rose,10,3.05,0.34
anise,clove,12,3.04,0.66
chocolate,lemon,101,3.04,0.63
fig,walnut,13,3.04,0.63
almond,blackberry,23,3.04,0.61
almond,walnut,37,3.04,0.59
chestnut,vanilla,12,3.04,0.53
banana,pecan,24,3.04,0.53
cinnamon,honey,122,3.04,0.5
orange,pear,48,3.04,0.5
cocoa,maple,14,3.04,0.43
date,lemon,12,3.04,0.26
lemon,pumpkin,15,3.03,0.66
clove,cola,1,3.03,0.59
cardamom,peach,17,3.03,0.53
apple,pineapple,5,3.03,0.47
banana,strawberry,17,3.03,0.45
honey,lime,15,3.03,0.44
coconut,strawberry,18,3.03,0.34
coconut,pecan,24,3.02,0.64
chocolate,clove,30,3.02,0.59
lemon,walnut,84,3.02,0.58
cola,nutmeg,1,3.02,0.54
lime,pineapple,30,3.02,0.51
lime,vanilla,73,3.02,0.44
blueberry,mint,24,3.02,0.36
coconut,vanilla,223,3.01,0.6
chocolate,nutmeg,46,3.01,0.53
apple,apricot,35,3.01,0.49
clove,earl,1,3,0.93
earl,pear,1,3,0.93
cranberry,graham,1,3,0.87
chestnut,maple,1,3,0.87
blackberry,peanut,1,3,0.86
cayenne,chocolate,1,3,0.86
oat,pineapple,1,3,0.85
allspice,lime,2,3,0.84
lime,vodka,1,3,0.83
banana,pistachio,1,3,0.83
rhubarb,whisky,1,3,0.82
pear,plum,1,3,0.82
cashew,pineapple,1,3,0.81
cashew,mascarpone,1,3,0.81
caramel,raspberry,1,3,0.81
honey,matcha,1,3,0.8
cashew,ginger,2,3,0.8
coconut,fennel,1,3,0.8
peach,rhubarb,1,3,0.8
cashew,strawberry,1,3,0.8
cherry,rosemary,1,3,0.79
chai,honey,1,3,0.79
clove,peach,1,3,0.78
plum,pumpkin,1,3,0.78
lemon,tequila,1,3,0.77
oatmeal,raisin,3,3,0.77
cinnamon,oatmeal,3,3,0.76
chocolate,oatmeal,1,3,0.75
mascarpone,thyme,1,3,0.75
date,oatmeal,1,3,0.75
brandy,carrot,1,3,0.75
clove,peanut,2,3,0.75
mascarpone,pepper,2,3,0.75
oatmeal,pecan,1,3,0.75
apricot,fennel,1,3,0.75
fig,thyme,1,3,0.75
pomegranate,rose,1,3,0.75
mint,pomegranate,2,3,0.75
coffee,curry,1,3,0.75
plum,tequila,1,3,0.75
mascarpone,pomegranate,1,3,0.75
pomegranate,strawberry,1,3,0.75
honey,rhubarb,4,3,0.74
fennel,nutmeg,2,3,0.74
mango,mascarpone,2,3,0.74
fennel,ginger,2,3,0.74
caramel,oat,1,3,0.74
blueberry,thyme,1,3,0.73
ricotta,thyme,2,3,0.72
banana,caramel,6,3,0.71
graham,maple,3,3,0.71
avocado,coconut,1,3,0.71
apple,avocado,1,3,0.71
avocado,lemon,1,3,0.7
apple,pumpkin,11,3,0.69
coconut,rhubarb,3,3,0.68
ginger,whiskey,1,3,0.67
anise,tequila,1,3,0.67
cardamom,maple,1,3,0.67
cayenne,raisin,1,3,0.67
fennel,saffron,1,3,0.67
cashew,saffron,1,3,0.67
almond,cayenne,1,3,0.67
allspice,cayenne,1,3,0.67
coconut,rose,1,3,0.67
lemongrass,orange,1,3,0.67
cayenne,saffron,1,3,0.67
cayenne,honey,1,3,0.67
fennel,lime,1,3,0.67
almond,tequila,1,3,0.67
nutmeg,saffron,1,3,0.67
pomegranate,pumpkin,1,3,0.67
allspice,ricotta,1,3,0.67
lemongrass,mango,2,3,0.67
fig,peach,1,3,0.67
allspice,fennel,1,3,0.67
lemongrass,vanilla,1,3,0.67
caramel,raisin,1,3,0.67
pomegranate,rum,1,3,0.67
allspice,saffron,1,3,0.67
apricot,lemongrass,1,3,0.67
mango,pear,1,3,0.67
cayenne,fennel,1,3,0.67
oat,raspberry,12,3,0.65
pear,pumpkin,5,3,0.65
blueberry,clove,2,3,0.65
caramel,peach,1,3,0.65
chocolate,earl,3,3,0.64
ginger,oat,16,3,0.64
mascarpone,peanut,1,3,0.64
basil,tomato,1,3,0.63
ricotta,tomato,1,3,0.63
cranberry,pear,23,3,0.63
nutmeg,peach,14,3,0.62
brandy,cardamom,4,3,0.62
tequila,vanilla,5,3,0.61
chocolate,coconut,104,3,0.61
honey,mint,17,3,0.61
graham,peanut,9,3,0.61
blueberry,mascarpone,10,3,0.6
peach,strawberry,16,3,0.59
lemon,saffron,3,3,0.59
almond,anise,9,3,0.58
apricot,rhubarb,3,3,0.58
blackberry,brandy,7,3,0.57
marshmallow,raspberry,4,3,0.57
chai,vanilla,3,3,0.56
date,oat,10,3,0.56
orange,rose,11,3,0.56
raspberry,rum,8,3,0.56
coffee,pecan,11,3,0.55
grape,raspberry,8,3,0.55
honey,pineapple,12,3,0.55
honey,strawberry,30,3,0.55
apple,coffee,1,3,0.54
cherry,strawberry,3,3,0.53
mascarpone,peach,7,3,0.52
mango,orange,11,3,0.52
maple,raisin,8,3,0.52
cardamom,lemon,50,3,0.51
fig,grape,3,3,0.51
chestnut,thyme,1,3,0.5
blueberry,cardamom,5,3,0.5
cashew,fennel,1,3,0.5
sage,thyme,1,3,0.5
chestnut,parsley,1,3,0.5
parsley,pepper,1,3,0.5
almond,saffron,4,3,0.5
curry,fennel,1,3,0.5
parsley,thyme,1,3,0.5
chestnut,sage,1,3,0.5
lemon,peanut,1,3,0.5
pepper,sage,1,3,0.5
apple,parsley,1,3,0.5
apple,sage,1,3,0.5
ginger,graham,11,3,0.5
chestnut,chocolate,10,3,0.5
marshmallow,raisin,1,3,0.5
parsley,sage,1,3,0.5
chestnut,pepper,1,3,0.5
honey,lemon,122,3,0.49
apricot,cocoa,5,3,0.49
allspice,pomegranate,3,3,0.49
pumpkin,yam,2,3,0.49
almond,rum,26,3,0.49
pineapple,raisin,6,3,0.49
maple,strawberry,5,3,0.47
banana,lemon,37,3,0.46
fig,maple,2,3,0.45
banana,cardamom,4,3,0.45
banana,mint,9,3,0.43
allspice,mango,3,3,0.43
brandy,mango,2,3,0.43
apple,chestnut,3,3,0.42
almond,ricotta,9,3,0.41
hazelnut,plum,10,3,0.4
mascarpone,ricotta,6,3,0.4
grape,honey,10,3,0.39
ginger,lemongrass,2,3,0.39
pear,pistachio,7,3,0.39
pistachio,ricotta,6,3,0.37
chestnut,honey,2,3,0.37
chestnut,cinnamon,2,3,0.36
fennel,pear,3,3,0.35
raspberry,tequila,1,3,0.33
pear,tequila,1,3,0.33
lavender,raisin,1,3,0.33
lime,ricotta,1,3,0.33
coconut,lavender,1,3,0.33
cardamom,rose,7,3,0.3
allspice,peach,2,3,0.3
cucumber,mint,2,3,0.3
clove,mint,2,3,0.3
apricot,date,3,3,0.29
apple,ricotta,2,3,0.28
anise,honey,8,3,0.28
pineapple,raspberry,7,3,0.26
orange,vodka,4,3,0.23
lemon,tarragon,5,3,0.18
avocado,lime,2,3,0.15
lemongrass,lime,1,3,0.1
almond,avocado,1,3,0.1
blackberry,raisin,1,3,0.1
raspberry,tahini,1,3,0.1
chai,nutmeg,1,3,0.1
anise,date,1,3,0.1
hibiscus,strawberry,1,3,0.1
chai,ginger,1,3,0.1
blackberry,tahini,1,3,0.1
cocoa,peach,2,3,0.1
cardamom,chai,1,3,0.1
chai,cinnamon,1,3,0.1
date,tahini,1,3,0.1
chocolate,passionfruit,1,3,0.1
anise,fig,1,3,0.1
cardamom,carrot,1,3,0.1
anise,pepper,1,3,0.1
basil,hibiscus,1,3,0.1
coconut,cucumber,1,3,0.1
anise,lime,1,3,0.1
date,rose,2,3,0.05
clove,vodka,1,3,0
nutmeg,vodka,1,3,0
cinnamon,vodka,1,3,0
peanut,vanilla,114,2.99,0.62
chocolate,peanut,112,2.99,0.57
cardamom,ginger,36,2.99,0.53
apple,mint,7,2.99,0.34
banana,chocolate,64,2.98,0.58
banana,rum,51,2.98,0.58
cinnamon,coconut,40,2.98,0.54
cinnamon,mint,24,2.98,0.42
hazelnut,nutmeg,15,2.97,0.62
honey,raisin,17,2.97,0.58
banana,vanilla,130,2.97,0.58
peach,raspberry,38,2.97,0.54
date,honey,16,2.97,0.35
almond,maple,16,2.97,0.34
blueberry,peach,13,2.96,0.65
apricot,chocolate,34,2.96,0.54
mint,peach,14,2.96,0.54
coconut,peanut,13,2.96,0.52
maple,nutmeg,28,2.96,0.52
honey,pear,25,2.96,0.46
apple,grape,6,2.96,0.46
apricot,coconut,12,2.96,0.43
coffee,ginger,10,2.95,0.68
coffee,mascarpone,19,2.95,0.67
orange,pumpkin,19,2.95,0.6
coconut,lemon,52,2.95,0.56
oat,orange,19,2.95,0.55
coconut,oat,22,2.95,0.51
peach,vanilla,107,2.95,0.5
cola,marshmallow,1,2.95,0.48
cocoa,date,8,2.94,0.66
clove,oat,7,2.94,0.63
cinnamon,plum,44,2.94,0.6
cocoa,nutmeg,8,2.94,0.59
cocoa,fig,9,2.94,0.59
fig,hazelnut,9,2.94,0.57
cinnamon,marshmallow,8,2.94,0.57
banana,peanut,17,2.94,0.56
cinnamon,maple,60,2.94,0.55
almond,peach,35,2.94,0.55
brandy,raspberry,27,2.94,0.51
chocolate,peach,9,2.94,0.51
coconut,pineapple,50,2.94,0.5
date,vanilla,42,2.94,0.48
fig,honey,31,2.94,0.47
anise,chocolate,9,2.94,0.44
honey,vanilla,182,2.94,0.44
pecan,raspberry,9,2.94,0.44
fig,raspberry,8,2.94,0.42
cherry,peach,8,2.94,0.39
blueberry,lime,24,2.94,0.39
apple,raspberry,10,2.94,0.34
graham,orange,14,2.93,0.64
cardamom,pear,15,2.93,0.59
cocoa,rum,22,2.93,0.52
almond,coconut,56,2.93,0.5
chocolate,marshmallow,41,2.93,0.49
apricot,cherry,40,2.93,0.38
banana,lime,14,2.93,0.36
blackberry,clove,6,2.92,0.61
apricot,maple,6,2.92,0.58
banana,cinnamon,36,2.92,0.57
maple,vanilla,104,2.92,0.53
apple,lime,3,2.92,0.49
cardamom,saffron,6,2.92,0.43
blackberry,mint,24,2.92,0.41
almond,pepper,6,2.92,0.34
caramel,pecan,17,2.91,0.63
apple,cocoa,9,2.91,0.59
coffee,lemon,11,2.91,0.55
honey,oat,16,2.91,0.54
maple,pecan,27,2.91,0.49
coconut,mango,37,2.91,0.48
oatmeal,vanilla,5,2.9,0.71
cocoa,whiskey,5,2.9,0.71
peanut,strawberry,5,2.9,0.65
banana,cocoa,10,2.9,0.61
pecan,pepper,5,2.9,0.54
mint,ricotta,5,2.9,0.49
lemon,pineapple,30,2.9,0.45
apple,blackberry,8,2.9,0.44
champagne,orange,5,2.9,0.42
apricot,hazelnut,9,2.89,0.55
coconut,lime,48,2.89,0.47
coconut,cranberry,4,2.88,0.61
caramel,cinnamon,21,2.88,0.6
cranberry,honey,12,2.88,0.59
mango,nutmeg,4,2.88,0.59
almond,mint,13,2.88,0.51
lemon,plum,42,2.88,0.5
pretzel,vanilla,8,2.88,0.5
honey,rose,8,2.88,0.48
pecan,walnut,16,2.88,0.43
hazelnut,peach,4,2.88,0.31
ginger,pepper,26,2.87,0.6
maple,orange,15,2.87,0.49
coffee,walnut,21,2.86,0.69
apple,chocolate,10,2.86,0.54
clove,coffee,11,2.86,0.53
lemon,pomegranate,7,2.86,0.51
coffee,orange,22,2.86,0.51
honey,nutmeg,38,2.86,0.48
fennel,vanilla,7,2.86,0.43
anise,vanilla,25,2.86,0.39
oat,pear,13,2.85,0.57
clove,pear,31,2.85,0.51
banana,honey,10,2.85,0.5
apple,coconut,9,2.85,0.48
rum,strawberry,13,2.85,0.4
chocolate,grape,3,2.83,0.7
blueberry,coffee,3,2.83,0.68
cashew,chocolate,12,2.83,0.64
plum,thyme,3,2.83,0.63
chocolate,lime,20,2.83,0.62
coffee,oat,3,2.83,0.61
blackberry,peach,20,2.83,0.58
grape,pear,6,2.83,0.57
coconut,peach,6,2.83,0.55
maple,mint,9,2.83,0.53
peach,pear,3,2.83,0.51
cardamom,pepper,12,2.83,0.49
pecan,tequila,3,2.83,0.49
ginger,peach,20,2.83,0.47
cardamom,raspberry,6,2.83,0.47
chocolate,tequila,3,2.83,0.46
apricot,clove,12,2.83,0.46
lemon,lime,31,2.83,0.42
brandy,chestnut,3,2.83,0.42
apple,peanut,4,2.83,0.4
ginger,ricotta,3,2.83,0.35
earl,lemon,3,2.83,0.29
date,fig,11,2.82,0.55
graham,pumpkin,11,2.82,0.55
apple,banana,4,2.82,0.5
banana,pineapple,28,2.82,0.48
mango,rum,19,2.82,0.43
lemon,rhubarb,27,2.81,0.51
ginger,lime,28,2.81,0.49
